Overall Average score,Overall Win percentage,Overall Average score in last 10 matches,Overall Win percentage in last 10 matches,Average score against a particular country,Win percentage against a particular country,Average score by this opposition against India,Average Score against a particular country in last 10 matches,Win percentage against a particular country in last 10 matches,Average score by this opposition against India in last 10 matches,Average score at this venue,Win percentage at this venue,Average score at this venue in last 10 matches,Win percentage at this venue in last 10 matches,Average score batting first/2nd,Win percentage batting 1st/2nd,Average score batting first/2nd in last 10 matches,Win percentage batting 1st/2nd in last 10 matches,Result
0.9318702687686645,0.38571428571428573,0.89819819819819824,0.59999999999999998,0.8517550410754294,0.5384615384615384,0.8833271991166728,0.84816513761467893,0.59999999999999998,0.88454545454545452,0.6859903381642513,1,0.6785714285714286,1.0,0.9698088332234673,0.32432432432432434,0.98054298642533932,0.20000000000000001,0
0.9273042239826905,0.39436619718309857,0.85810810810810811,0.69999999999999996,0.9007060900264783,0.2727272727272727,0.9143105698129622,0.84082568807339453,0.20000000000000001,0.89090909090909087,0.6570048309178744,1,0.6507936507936507,1.0,183.6969696969697,0.45454545454545453,173.90000000000001,0.59999999999999998,0
0.9238778155890456,0.4027777777777778,0.80765765765765773,0.80000000000000004,1.0407766990291263,0.8,0.9904306220095693,0.98348623853211015,0.80000000000000004,0.94090909090909092,0,0,0,0,182.41176470588235,0.47058823529411764,165.0,0.69999999999999996,0
0.9273379905568024,0.410958904109589,0.82432432432432434,0.90000000000000002,1.0631067961165048,0.8333333333333334,1.0175438596491229,1.0045871559633028,0.83333333333333337,0.96666666666666667,1.1690821256038648,1,1.1523809523809523,1.0,184.11428571428573,0.4857142857142857,179.5,0.69999999999999996,0
0.925120550789,0.40540540540540543,0.78648648648648645,0.80000000000000004,0.8342579750346741,0.5714285714285714,0.8499658236500341,0.80917431192660549,0.69999999999999996,0.82227272727272727,0.6618357487922706,1,0.65476190476190477,1.0,183.36111111111111,0.4722222222222222,178.0,0.69999999999999996,0
0.9228326041160265,0.4,0.80495495495495495,0.80000000000000004,1.0109223300970873,0.25,1.0215311004784688,0.98440366972477067,0.29999999999999999,0.97863636363636364,0.6811594202898551,0,0.67142857142857137,0.80000000000000004,0.9603337612323493,0.34210526315789475,0.94027149321266978,0.29999999999999999,0
0.9222040273264591,0.39473684210526316,0.80315315315315317,0.69999999999999996,0.8697411003236245,0.25,0.9497607655502392,0.81009174311926602,0.29999999999999999,0.90636363636363637,1.0241545893719808,0,1.0095238095238095,0.0,182.59459459459458,0.4594594594594595,178.19999999999999,0.69999999999999996,0
0.9268320401037952,0.4025974025974026,0.81576576576576576,0.69999999999999996,0.8822815533980582,0.3333333333333333,0.8935406698564593,0.82247706422018352,0.29999999999999999,0.87090909090909085,1.106280193236715,0,1.0904761904761904,0.33333333333333331,0.958223889931207,0.3333333333333333,0.91312217194570144,0.29999999999999999,0
0.9249841068022887,0.3974358974358974,0.81396396396396387,0.59999999999999998,0.8745332337565348,0.3076923076923077,0.8851674641148325,0.86743119266055047,0.29999999999999999,0.91636363636363638,0.8357487922705314,0,0.82380952380952377,0.66666666666666663,184.71052631578948,0.47368421052631576,180.40000000000001,0.69999999999999996,0
0.9232444939478041,0.4050632911392405,0.79369369369369369,0.59999999999999998,0.9010455563853622,0.3076923076923077,0.9720279720279721,0.85917431192660554,0.40000000000000002,0.91681818181818175,0.782608695652174,1,0.77142857142857146,1.0,0.9539024390243903,0.325,0.90542986425339367,0.29999999999999999,0
0.9185707340787554,0.4,0.76486486486486494,0.5,0.868238557558946,0.35714285714285715,0.8769651401230348,0.85366972477064218,0.40000000000000002,0.90181818181818185,0.8695652173913043,0,0.8571428571428571,0.40000000000000002,184.12820512820514,0.48717948717948717,185.19999999999999,0.80000000000000004,0
0.9187537886290115,0.3950617283950617,0.79504504504504503,0.40000000000000002,0.8758668515950069,0.2857142857142857,0.9419002050580998,0.8275229357798165,0.40000000000000002,0.88590909090909098,0.8260869565217391,0,0.81632653061224481,0.7142857142857143,0.9440809042236764,0.3170731707317073,0.87149321266968327,0.20000000000000001,0
0.9216595325894923,0.3902439024390244,0.83918918918918928,0.29999999999999999,0.8944983818770227,0.26666666666666666,0.9553429027113237,0.86238532110091748,0.29999999999999999,0.9231818181818181,1.1111111111111112,1,1.0952380952380953,1.0,184.325,0.475,186.0,0.69999999999999996,0
0.9207466716647827,0.39759036144578314,0.80855855855855852,0.29999999999999999,0.8724919093851132,0.3333333333333333,0.9116427432216906,0.84311926605504595,0.40000000000000002,0.92454545454545456,0.9758454106280193,1,0.96190476190476193,1.0,184.0731707317073,0.4878048780487805,186.90000000000001,0.69999999999999996,0
0.9228650137741048,0.39285714285714285,0.83963963963963961,0.29999999999999999,0.8865291262135923,0.3125,0.9330143540669856,0.87431192660550461,0.40000000000000002,0.89818181818181819,0.8647342995169082,0,0.85595238095238091,0.625,185.07142857142858,0.47619047619047616,188.80000000000001,0.59999999999999998,0
0.9256198347107438,0.4,0.87702702702702695,0.40000000000000002,0.8913834951456311,0.3125,0.9470693779904307,0.84862385321100919,0.40000000000000002,0.9081818181818182,0,0,0,0,0.9492450638792103,0.30952380952380953,0.8859728506787331,0.20000000000000001,0
0.9262755650020915,0.4069767441860465,0.88693693693693698,0.5,0.9023415191319246,0.35294117647058826,0.9442724458204333,0.87018348623853203,0.40000000000000002,0.9463636363636363,0.8792270531400966,0,0.8666666666666667,0.33333333333333331,186.30232558139534,0.4883720930232558,194.90000000000001,0.59999999999999998,0
0.9245134360384223,0.40229885057471265,0.84009009009009006,0.40000000000000002,0.895091693635383,0.3333333333333333,0.9370015948963318,0.86422018348623852,0.40000000000000002,0.92363636363636359,0.8985507246376812,0,0.88677248677248677,0.66666666666666663,0.9500850822461713,0.32558139534883723,0.87104072398190047,0.29999999999999999,0
0.9243381800503823,0.3977272727272727,0.85180180180180176,0.40000000000000002,0.8966304968589378,0.35294117647058826,0.9386433999437096,0.83577981651376143,0.40000000000000002,0.88272727272727269,0.7101449275362319,0,0.70238095238095233,0.66666666666666663,185.6818181818182,0.4772727272727273,196.80000000000001,0.5,0
0.9212718423798157,0.4044943820224719,0.83918918918918928,0.40000000000000002,1.0201109570041609,0.7142857142857143,0.9890635680109364,0.96395806028833553,0.7142857142857143,0.93961038961038967,0.7004830917874396,0,0.69319727891156468,0.7142857142857143,184.53333333333333,0.4888888888888889,186.0,0.5,0
0.9221628045157458,0.4111111111111111,0.88108108108108107,0.5,0.8288025889967637,0.5333333333333333,0.8580542264752792,0.77660550458715605,0.69999999999999996,0.79500000000000004,0.7391304347826086,0,0.72916666666666663,0.75,0.9492239467849224,0.3181818181818182,0.85882352941176476,0.29999999999999999,0
0.9251176630855776,0.4065934065934066,0.90495495495495493,0.5,0.9553398058252428,0.3333333333333333,1.0137161084529507,0.94678899082568813,0.40000000000000002,0.94772727272727275,0.8309178743961353,0,0.82285714285714295,0.20000000000000001,185.0,0.5,190.90000000000001,0.59999999999999998,0
0.9236752552260574,0.41304347826086957,0.87117117117117115,0.59999999999999998,0.9450849514563107,0.375,0.9988038277511961,0.91559633027522935,0.40000000000000002,0.91681818181818175,1.0869565217391304,0,1.0714285714285714,0.5,0.9546883468834688,0.3111111111111111,0.85565610859728503,0.29999999999999999,0
0.9270207683179911,0.40860215053763443,0.90720720720720727,0.5,0.8957588145120081,0.3157894736842105,0.9350289599597079,0.85550458715596334,0.40000000000000002,0.91363636363636369,0.8164251207729468,1,0.80476190476190479,1.0,184.53191489361703,0.5106382978723404,191.69999999999999,0.69999999999999996,0
0.9301399476618502,0.4148936170212766,0.91846846846846852,0.59999999999999998,0.9118932038834952,0.35,0.9480861244019139,0.86284403669724763,0.5,0.92000000000000004,0.8502415458937198,0,0.83809523809523812,0.0,0.9608695652173913,0.30434782608695654,0.87782805429864252,0.29999999999999999,0
0.9317094388864724,0.4105263157894737,0.91126126126126128,0.5,0.9197873324086917,0.3333333333333333,0.9544315333789019,0.88899082568807342,0.40000000000000002,0.94863636363636361,1.0917874396135265,0,1.0785714285714285,0.5,185.91666666666666,0.5208333333333334,190.5,0.69999999999999996,0
0.9342590341921894,0.4166666666666667,0.92927927927927934,0.5,0.9313768755516328,0.36363636363636365,0.9628099173553719,0.93577981651376152,0.40000000000000002,0.99363636363636365,0.8743961352657005,0,0.86190476190476195,0.0,0.9634665282823041,0.2978723404255319,0.87194570135746596,0.20000000000000001,0
0.9343002771526947,0.422680412371134,0.94459459459459449,0.59999999999999998,0.9316167159138877,0.391304347826087,0.9502808404410235,0.95045871559633022,0.5,0.98318181818181827,0,0,0,0,0.9630081300813008,0.3125,0.90271493212669685,0.20000000000000001,0
0.937664321927118,0.41836734693877553,0.97747747747747749,0.59999999999999998,1.0175970873786409,0.75,0.9880382775119617,0.9615825688073395,0.75,0.9386363636363636,0.7874396135265701,0,0.77777777777777779,0.66666666666666663,187.0612244897959,0.5306122448979592,198.5,0.69999999999999996,0
0.9387506567866316,0.42424242424242425,1.0139639639639639,0.59999999999999998,1.0003734129947721,0.23076923076923078,1.0114096429885904,0.93761467889908257,0.20000000000000001,0.94727272727272727,0.8115942028985508,0,0.80238095238095242,0.69999999999999996,187.62,0.54,200.80000000000001,0.80000000000000004,0
0.9373845405930967,0.42,0.99549549549549554,0.5,0.8513349514563107,0.5,0.8785885167464115,0.80045871559633031,0.59999999999999998,0.79318181818181821,0.8115942028985508,0,0.83476190476190482,0.59999999999999998,0.9692384270781484,0.30612244897959184,0.93891402714932126,0.20000000000000001,0
0.9350346799385821,0.4158415841584158,0.95000000000000007,0.5,1.0204962243797195,0.7777777777777778,0.9920255183413078,0.96432212028542308,0.77777777777777779,0.9424242424242425,0,0,0,0,187.1764705882353,0.5294117647058824,199.90000000000001,0.69999999999999996,0
